id,storm,year,month,day,time,start_lat,start_lon,stop_lat,stop_lon,istor,F-EF-Rating,class
NTCL,AH2017,2017,9,1,2124,34.79,-79.5,34.79,-79.5,0,-1,0
NTCM,AH2017,2017,9,1,2158,35.29,-79.1,35.29,-79.1,0,-1,0
NTCN,AH2017,2017,9,1,2303,35.43,-77.74,35.43,-77.74,0,-1,0
NTCO,AH2017,2017,8,31,2347,33.83,-79.31,33.83,-79.31,0,-1,0
HNTA,AH2017,2017,8,25,1543,28.74,-95.74,28.74,-95.74,0,-1,0
HNTB,AH2017,2017,8,25,1622,28.81,-95.64,28.81,-95.64,0,-1,0
HNTC,AH2017,2017,8,25,1847,29.3,-94.79,29.3,-94.79,0,-1,0
HNTD,AH2017,2017,8,25,1908,28.86,-95.67,28.86,-95.67,0,-1,0
HNTF,AH2017,2017,8,25,1941,29.25,-94.9,29.25,-94.9,0,-1,0
HNTG,AH2017,2017,8,25,2003,28.93,-95.43,28.93,-95.43,0,-1,0
HNTL,AH2017,2017,8,25,2219,29.01,-95.76,29.01,-95.76,0,-1,0
HNTM,AH2017,2017,8,25,2230,29.1,-95.76,29.1,-95.76,0,-1,0
HNTN,AH2017,2017,8,25,2241,29.08,-95.73,29.08,-95.73,0,-1,0
HNTP,AH2017,2017,8,25,2335,29.1,-95.37,29.1,-95.37,0,-1,0
HNTQ,AH2017,2017,8,25,2338,29.19,-94.96,29.19,-94.96,0,-1,0
HNTR,AH2017,2017,8,25,2353,29.07,-95.13,29.07,-95.13,0,-1,0
HNTS,AH2017,2017,8,26,45,29.02,-94.95,29.02,-94.95,0,-1,0
HNTT,AH2017,2017,8,26,118,28.99,-95.17,28.99,-95.17,0,-1,0
HNTU,AH2017,2017,8,26,133,29.01,-95.1,29.01,-95.1,0,-1,0
HNTV,AH2017,2017,8,26,205,29.18,-95.33,29.18,-95.33,0,-1,0
HNTW,AH2017,2017,8,26,238,29.36,-95.64,29.36,-95.64,0,-1,0
HNTX,AH2017,2017,8,26,557,29.54,-94.35,29.54,-94.35,0,-1,0
HNTY,AH2017,2017,8,26,754,29.09,-95.72,29.09,-95.72,0,-1,0
HNTZ,AH2017,2017,8,26,844,29.5,-95.91,29.5,-95.91,0,-1,0
HNTAA,AH2017,2017,8,26,924,29.63,-94.68,29.63,-94.68,0,-1,0
HNTAB,AH2017,2017,8,26,1045,30.1,-94.84,30.1,-94.84,0,-1,0
HNTAC,AH2017,2017,8,26,1100,30.06,-94.6,30.06,-94.6,0,-1,0
HNTAD,AH2017,2017,8,26,1354,30.47,-95.41,30.47,-95.41,0,-1,0
HNTAE,AH2017,2017,8,26,1452,30.37,-95.1,30.37,-95.1,0,-1,0
HNTAF,AH2017,2017,8,26,1752,29.64,-95.88,29.64,-95.88,0,-1,0
HNTAG,AH2017,2017,8,26,2317,29.48,-95.78,29.48,-95.78,0,-1,0
HNTAH,AH2017,2017,8,26,2357,30.27,-95.61,30.27,-95.61,0,-1,0
HNTAI,AH2017,2017,8,27,420,29.64,-95.14,29.64,-95.14,0,-1,0
HNTAJ,AH2017,2017,8,27,625,29.73,-95.1,29.73,-95.1,0,-1,0
HNTAK,AH2017,2017,8,27,632,29.64,-94.95,29.64,-94.95,0,-1,0
HNTAL,AH2017,2017,8,27,658,29.19,-95.03,29.19,-95.03,0,-1,0
HNTAM,AH2017,2017,8,27,715,29.8,-94.84,29.8,-94.84,0,-1,0
HNTAN,AH2017,2017,8,27,758,28.87,-95.9,28.87,-95.9,0,-1,0
HNTAO,AH2017,2017,8,27,815,29.58,-95.8,29.58,-95.8,0,-1,0
HNTAP,AH2017,2017,8,27,819,29.7,-94.87,29.7,-94.87,0,-1,0
HNTAQ,AH2017,2017,8,27,840,29.96,-95.8,29.96,-95.8,0,-1,0
HNTAR,AH2017,2017,8,27,928,29.12,-95.72,29.12,-95.72,0,-1,0
HNTAS,AH2017,2017,8,27,1001,29.23,-95.14,29.23,-95.14,0,-1,0
HNTAT,AH2017,2017,8,27,1025,30.09,-94.83,30.09,-94.83,0,-1,0
HNTAU,AH2017,2017,8,27,1227,29.59,-95.71,29.59,-95.71,0,-1,0
HNTAV,AH2017,2017,8,27,1325,29.08,-95.53,29.08,-95.53,0,-1,0
HNTAW,AH2017,2017,8,27,1541,30.5,-95.19,30.5,-95.19,0,-1,0
HNTAX,AH2017,2017,8,27,1710,29.36,-95.12,29.36,-95.12,0,-1,0
HNTAY,AH2017,2017,8,27,1714,29.4,-95.86,29.4,-95.86,0,-1,0
HNTAZ,AH2017,2017,8,27,1737,30.06,-95.54,30.06,-95.54,0,-1,0
HNTBA,AH2017,2017,8,27,1805,29.41,-94.88,29.41,-94.88,0,-1,0
HNTBB,AH2017,2017,8,27,1853,29.58,-95.85,29.58,-95.85,0,-1,0
HNTBC,AH2017,2017,8,27,2121,29.65,-94.46,29.65,-94.46,0,-1,0
