id,storm,year,month,day,time,start_lat,start_lon,stop_lat,stop_lon,istor,F-EF-Rating,class
202008041740,AI2020,2020,8,4,1740,41.0975,-73.3777,41.0975,-73.3777,1,0,1
NTA,AL2020,2020,8,25,743,30.21,-89.64,30.21,-89.64,0,-1,0
NTB,AL2020,2020,8,26,1623,30.57,-90.6,30.57,-90.6,0,-1,0
NTC,AL2020,2020,8,26,1652,30.45,-91.18,30.45,-91.18,0,-1,0
NTD,AL2020,2020,8,26,1717,29.48,-90.77,29.48,-90.77,0,-1,0
NTF,AL2020,2020,8,26,1851,29.98,-90.9,29.98,-90.9,0,-1,0
NTG,AL2020,2020,8,26,1853,30.25,-90.88,30.25,-90.88,0,-1,0
NTH,AL2020,2020,8,26,1855,30.42,-91.19,30.42,-91.19,0,-1,0
NTI,AL2020,2020,8,26,1932,30.19,-91.03,30.19,-91.03,0,-1,0
NTJ,AL2020,2020,8,26,1934,30.14,-90.7,30.14,-90.7,0,-1,0
NTK,AL2020,2020,8,26,2034,29.77,-90.33,29.77,-90.33,0,-1,0
NTL,AL2020,2020,8,26,2038,30.43,-91.26,30.43,-91.26,0,-1,0
NTM,AL2020,2020,8,26,2056,30.26,-90.32,30.26,-90.32,0,-1,0
NTN,AL2020,2020,8,26,2100,30.42,-90.81,30.42,-90.81,0,-1,0
NTO,AL2020,2020,8,26,2111,30.42,-90.66,30.42,-90.66,0,-1,0
NTP,AL2020,2020,8,26,2113,30.74,-91.26,30.74,-91.26,0,-1,0
NTQ,AL2020,2020,8,26,2122,30.52,-90.92,30.52,-90.92,0,-1,0
NTR,AL2020,2020,8,26,2232,30.58,-90.74,30.58,-90.74,0,-1,0
NTS,AL2020,2020,8,26,2249,30.52,-90.64,30.52,-90.64,0,-1,0
NTT,AL2020,2020,8,27,7,30.36,-90.23,30.36,-90.23,0,-1,0
NTU,AL2020,2020,8,27,10,30.59,-90.89,30.59,-90.89,0,-1,0
NTV,AL2020,2020,8,27,15,30.63,-90.62,30.63,-90.62,0,-1,0
NTW,AL2020,2020,8,27,1443,30.71,-90.5,30.71,-90.5,0,-1,0
NTX,AL2020,2020,8,27,1445,30.55,-90.42,30.55,-90.42,0,-1,0
NTY,AL2020,2020,8,26,1809,30.02,-92.54,30.02,-92.54,0,-1,0
NTZ,AL2020,2020,8,26,1902,30.52,-94.19,30.52,-94.19,0,-1,0
NTAA,AL2020,2020,8,26,1908,30.26,-92.33,30.26,-92.33,0,-1,0
NTBB,AL2020,2020,8,26,2011,30.77,-92.11,30.77,-92.11,0,-1,0
NTCC,AL2020,2020,8,26,2018,30.75,-93.55,30.75,-93.55,0,-1,0
NTDD,AL2020,2020,8,26,2027,30.92,-92.37,30.92,-92.37,0,-1,0
NTEE,AL2020,2020,8,26,2037,30.98,-92.94,30.98,-92.94,0,-1,0
